time,x,y,lidar_height,lidar_snow_depth,is2_height,h_sigma,beam,residual,snow_depth_residual,lon,lat,geometry
2022-03-04 02:48:04.013284352,435616.34996638563,7773275.016380244,34.8292283600949,0.5472822894022344,35.273019782660086,0.008275934654641307,5,0.4437914225651838,-0.10349086683705067,-148.69162392995437,70.05836150182503,POINT (-148.69162392995437 70.05836150182503)
2022-03-04 02:48:04.014695680,435614.78702327854,7773265.129967123,34.870796969854894,0.49396638976740653,35.30673524974971,0.008442619582849482,5,0.43593827989481326,-0.05802810987259327,-148.6916577648201,70.05827249857774,POINT (-148.6916577648201 70.05827249857774)
2022-03-04 02:48:04.016102912,435613.23723085667,7773255.254856525,34.91073002566016,0.5335030584418311,35.35184266280777,0.009166372440235791,5,0.4411126371476115,-0.0923904212942196,-148.69169126230977,70.05818359990334,POINT (-148.69169126230977 70.05818359990334)
2022-03-04 02:48:04.017514752,435611.6910934428,7773245.365872307,34.92424654718829,0.5696557150283208,35.38341861527456,0.009471584520358166,5,0.45917206808626787,-0.11048364694205293,-148.69172465342407,70.0580945777791,POINT (-148.69172465342407 70.0580945777791)
2022-03-04 02:48:04.018920192,435610.1636353899,7773235.487365643,34.963708999696564,0.5808821421368452,35.44149496915803,0.009992947784981887,5,0.4777859694614648,-0.1030961726753804,-148.6917575613887,70.05800565420948,POINT (-148.6917575613887 70.05800565420948)
2022-03-04 02:48:04.020328960,435608.669888465,7773225.590415909,35.04046643568499,0.5217471034961967,35.476140431015274,0.009887732807443608,5,0.4356739953302835,-0.08607310816591318,-148.6917895704029,70.05791657371304,POINT (-148.6917895704029 70.05791657371304)
2022-03-04 02:48:04.021734912,435607.20099527517,7773215.703012365,35.12202461830795,0.44118991130793195,35.49655453084815,0.010789542941974872,5,0.3745299125402042,-0.06665999876772777,-148.69182093347115,70.05782758496046,POINT (-148.69182093347115 70.05782758496046)
2022-03-04 02:48:04.023140352,435605.74102682015,7773205.800964139,35.17273326763819,0.45984837091740643,35.55012691867812,0.01070406704627581,5,0.37739365103992384,-0.0824547198774826,-148.69185205124342,70.05773846715917,POINT (-148.69185205124342 70.05773846715917)
2022-03-04 02:48:04.024544256,435604.2919273088,7773195.910529443,35.31267745129103,0.4088563322072584,35.627763739285335,0.009933733650955647,5,0.3150862879943048,-0.0937700442129536,-148.6918828918148,70.05764945615176,POINT (-148.6918828918148 70.05764945615176)
2022-03-04 02:48:04.025949952,435602.8482958023,7773186.006022209,35.34080526267978,0.46276427434887524,35.70141977170935,0.009883917949609357,5,0.36061450902956693,-0.1021497653193083,-148.69191357828285,70.05756032036385,POINT (-148.69191357828285 70.05756032036385)
